device_id	collected_at	true_brix	server_brix	ch415	ch445	ch480	ch515	ch555	ch595	ch640	ch680	chClear	chNIR
1001-01-01	1779031957	6.8	0.44	12750	35540	33549	51000	51000	51000	51000	51000	51000	29668
1001-01-01	1779031964	6.8	2.33	9229	29737	25699	51000	51000	51000	51000	51000	51000	20932
1001-01-01	1779031972	6.8	4.61	6808	21565	18580	30299	44059	50220	46110	39654	51000	16008
1001-01-01	1779031978	6.8	1.75	12059	36003	32797	51000	51000	51000	51000	51000	51000	23298
1001-01-01	1779031981	6.8	4.11	7485	27762	23165	36906	50999	51000	51000	42940	51000	16569
1001-01-01	1779031989	6.8	1.08	13131	40752	37495	51000	51000	51000	51000	51000	51000	26382
1001-01-01	1779031994	6.8	2.61	10614	31011	28601	51000	51000	51000	51000	51000	51000	19905
1001-01-01	1779032001	6.8	4.06	7657	25156	21842	38165	51000	51000	51000	41684	51000	17003
1001-01-01	1779032007	6.8	2.68	9223	38325	31483	48572	51000	51000	51000	51000	51000	19643
1001-01-01	1779032012	6.8	2.35	11547	35811	33264	51000	51000	51000	51000	51000	51000	20866
1001-01-01	1779032027	6.8	0.00	17378	51000	50917	51000	51000	51000	51000	51000	51000	34762
1001-01-01	1779032032	6.8	0.04	16800	48394	46413	51000	51000	51000	51000	51000	51000	31957
1001-01-01	1779032040	6.8	0.00	16602	46890	44563	51000	51000	51000	51000	51000	51000	33192
1001-01-01	1779032048	6.8	0.00	14216	43448	40545	51000	51000	51000	51000	51000	51000	32755
1001-01-01	1779032049	6.8	0.00	14104	43239	40324	51000	51000	51000	51000	51000	51000	32668
1001-01-01	1779032055	6.8	1.39	10393	32552	29599	51000	51000	51000	51000	51000	51000	24901
1001-01-01	1779032060	6.8	0.00	18026	51000	51000	51000	51000	51000	51000	51000	51000	32820
1001-01-01	1779032064	6.8	0.10	15244	45196	43566	51000	51000	51000	51000	51000	51000	31564
1001-01-01	1779032070	6.8	3.13	8327	29060	24928	41621	51000	51000	51000	48083	51000	18653
1001-01-01	1779032074	6.8	1.27	12397	38738	35840	51000	51000	51000	51000	51000	51000	25456
1001-01-01	1779032080	6.8	1.84	10316	28948	27566	51000	51000	51000	51000	51000	51000	22946
1001-01-01	1779032083	6.8	0.54	12571	35922	34918	51000	51000	51000	51000	51000	51000	29114
1001-01-01	1779032086	6.8	4.04	7752	26225	23511	36768	51000	51000	51000	41981	51000	17004
1001-01-01	1779032091	6.8	4.62	7214	24583	21170	35922	51000	51000	51000	38341	51000	16037
1001-01-01	1779032096	6.8	1.75	10005	31983	30234	51000	51000	51000	51000	51000	51000	23329
1001-01-01	1779032102	6.8	0.13	16496	47772	47812	51000	51000	51000	51000	51000	51000	31417
1001-01-01	1779032111	6.8	2.18	11036	33136	31522	51000	51000	51000	51000	51000	51000	21541
1001-01-01	1779032115	6.8	0.00	18135	50548	49055	51000	51000	51000	51000	51000	51000	34209
1001-01-01	1779032119	6.8	2.41	9420	30571	27834	46455	51000	51000	51000	51000	51000	20660
1001-01-01	1779032123	6.8	0.00	17122	50275	50471	51000	51000	51000	51000	51000	51000	33537
1001-01-01	1779032133	6.8	3.53	8162	28230	24946	45074	51000	51000	51000	43321	51000	18341
1001-01-01	1779032138	6.8	3.68	9116	33125	29296	51000	51000	51000	51000	49473	51000	16599
1001-01-01	1779032142	6.8	3.59	8868	28126	25515	39455	51000	51000	51000	43240	51000	18167
1001-01-01	1779032146	6.8	0.35	14961	44878	44575	51000	51000	51000	51000	51000	51000	30171
1001-01-01	1779032150	6.8	1.99	13369	44420	41068	51000	51000	51000	51000	51000	51000	22319
1001-01-01	1779032155	6.8	0.00	17297	50377	50747	51000	51000	51000	51000	51000	51000	33460
1001-01-01	1779032158	6.8	3.05	9054	28352	26727	46905	51000	51000	51000	48686	51000	18820
1001-01-01	1779032162	6.8	1.70	13853	39365	38695	51000	51000	51000	51000	51000	51000	23507
1001-01-01	1779032166	6.8	0.42	16463	48136	48654	51000	51000	51000	51000	51000	51000	29765
1001-01-01	1779032169	6.8	2.56	9695	36977	31348	51000	51000	51000	51000	51000	51000	20082
1001-01-01	1779032174	6.8	3.99	7833	26055	23282	39089	51000	51000	51000	41516	51000	17243
1001-01-01	1779032179	6.8	3.43	8568	25617	23060	43544	51000	51000	51000	47535	51000	17778
1001-01-01	1779032183	6.8	0.00	18412	49064	50434	51000	51000	51000	51000	51000	51000	37403
1001-01-01	1779032187	6.8	2.76	9291	28569	25704	51000	51000	51000	51000	51000	51000	19360
